,SSE-SP,SCOTEX,SSHARN,FLOWSTH,SEIMP
2023-01-02 06:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 07:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 07:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 08:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 08:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 09:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 09:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 10:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 10:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 11:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 11:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 12:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 12:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 13:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 13:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 14:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 14:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 15:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 15:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 16:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 16:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 17:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 17:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 18:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 18:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 19:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 19:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 20:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 20:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 21:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 21:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 22:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 22:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 23:00:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-02 23:30:00+00:00,3000.0,6000.0,7102.613898029977,11100.0,8200.0
2023-01-03 00:00:00+00:00,3000.0,6000.0,7100.565116347411,11100.0,8191.836734693878
2023-01-03 00:30:00+00:00,3000.0,6000.0,7098.516334664848,11100.0,8183.673469387755
2023-01-03 01:00:00+00:00,3000.0,6000.0,7096.467552982283,11100.0,8175.510204081633
2023-01-03 01:30:00+00:00,3000.0,6000.0,7094.418771299718,11100.0,8167.34693877551
2023-01-03 02:00:00+00:00,3000.0,6000.0,7092.369989617153,11100.0,8159.183673469388
2023-01-03 02:30:00+00:00,3000.0,6000.0,7090.321207934589,11100.0,8151.0204081632655
2023-01-03 03:00:00+00:00,3000.0,6000.0,7088.272426252025,11100.0,8142.857142857143
2023-01-03 03:30:00+00:00,3000.0,6000.0,7086.223644569462,11100.0,8134.693877551021
2023-01-03 04:00:00+00:00,3000.0,6000.0,7084.174862886896,11100.0,8126.530612244898
2023-01-03 04:30:00+00:00,3000.0,6000.0,7082.126081204333,11100.0,8118.367346938776
2023-01-03 05:00:00+00:00,3000.0,6000.0,7080.0772995217685,11100.0,8110.204081632653
2023-01-03 05:30:00+00:00,3000.0,6000.0,7078.028517839203,11100.0,8102.040816326531
2023-01-03 06:00:00+00:00,3000.0,6000.0,7075.97973615664,11100.0,8093.877551020408
2023-01-03 06:30:00+00:00,3000.0,6000.0,7073.930954474075,11100.0,8085.714285714285
2023-01-03 07:00:00+00:00,3000.0,6000.0,7071.88217279151,11100.0,8077.551020408163
2023-01-03 07:30:00+00:00,3000.0,6000.0,7069.833391108947,11100.0,8069.38775510204
2023-01-03 08:00:00+00:00,3000.0,6000.0,7067.784609426381,11100.0,8061.224489795918
2023-01-03 08:30:00+00:00,3000.0,6000.0,7065.735827743818,11100.0,8053.061224489796
2023-01-03 09:00:00+00:00,3000.0,6000.0,7063.687046061253,11100.0,8044.897959183673
2023-01-03 09:30:00+00:00,3000.0,6000.0,7061.638264378688,11100.0,8036.734693877551
2023-01-03 10:00:00+00:00,3000.0,6000.0,7059.589482696125,11100.0,8028.571428571428
2023-01-03 10:30:00+00:00,3000.0,6000.0,7057.5407010135605,11100.0,8020.408163265306
2023-01-03 11:00:00+00:00,3000.0,6000.0,7055.491919330996,11100.0,8012.244897959184
2023-01-03 11:30:00+00:00,3000.0,6000.0,7053.443137648432,11100.0,8004.081632653061
2023-01-03 12:00:00+00:00,3000.0,6000.0,7051.394355965866,11100.0,7995.918367346939
2023-01-03 12:30:00+00:00,3000.0,6000.0,7049.345574283303,11100.0,7987.755102040816
2023-01-03 13:00:00+00:00,3000.0,6000.0,7047.296792600739,11100.0,7979.591836734694
2023-01-03 13:30:00+00:00,3000.0,6000.0,7045.248010918175,11100.0,7971.428571428572
2023-01-03 14:00:00+00:00,3000.0,6000.0,7043.19922923561,11100.0,7963.265306122449
2023-01-03 14:30:00+00:00,3000.0,6000.0,7041.1504475530455,11100.0,7955.102040816327
2023-01-03 15:00:00+00:00,3000.0,6000.0,7039.101665870481,11100.0,7946.938775510204
2023-01-03 15:30:00+00:00,3000.0,6000.0,7037.052884187917,11100.0,7938.775510204082
2023-01-03 16:00:00+00:00,3000.0,6000.0,7035.004102505352,11100.0,7930.612244897959
2023-01-03 16:30:00+00:00,3000.0,6000.0,7032.955320822788,11100.0,7922.448979591837
2023-01-03 17:00:00+00:00,3000.0,6000.0,7030.906539140224,11100.0,7914.285714285715
2023-01-03 17:30:00+00:00,3000.0,6000.0,7028.85775745766,11100.0,7906.122448979591
2023-01-03 18:00:00+00:00,3000.0,6000.0,7026.808975775095,11100.0,7897.959183673469
2023-01-03 18:30:00+00:00,3000.0,6000.0,7024.76019409253,11100.0,7889.795918367346
2023-01-03 19:00:00+00:00,3000.0,6000.0,7022.711412409966,11100.0,7881.632653061224
2023-01-03 19:30:00+00:00,3000.0,6000.0,7020.662630727402,11100.0,7873.469387755102
2023-01-03 20:00:00+00:00,3000.0,6000.0,7018.613849044838,11100.0,7865.306122448979
2023-01-03 20:30:00+00:00,3000.0,6000.0,7016.565067362273,11100.0,7857.142857142857
2023-01-03 21:00:00+00:00,3000.0,6000.0,7014.516285679709,11100.0,7848.9795918367345
2023-01-03 21:30:00+00:00,3000.0,6000.0,7012.467503997145,11100.0,7840.816326530612
2023-01-03 22:00:00+00:00,3000.0,6000.0,7010.41872231458,11100.0,7832.65306122449
2023-01-03 22:30:00+00:00,3000.0,6000.0,7008.369940632015,11100.0,7824.489795918367
2023-01-03 23:00:00+00:00,3000.0,6000.0,7006.321158949451,11100.0,7816.326530612245
2023-01-03 23:30:00+00:00,3000.0,6000.0,7004.272377266887,11100.0,7808.163265306122
2023-01-04 00:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 00:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 01:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 01:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 02:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 02:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 03:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 03:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 04:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 04:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 05:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 05:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 06:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 06:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 07:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 07:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 08:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 08:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 09:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 09:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 10:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 10:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 11:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 11:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 12:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 12:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 13:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 13:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 14:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 14:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 15:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 15:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 16:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 16:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 17:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 17:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 18:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 18:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 19:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 19:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 20:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 20:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 21:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 21:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 22:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 22:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 23:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-04 23:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 00:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 00:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 01:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 01:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 02:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 02:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 03:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 03:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 04:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 04:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 05:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 05:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 06:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 06:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 07:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 07:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 08:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 08:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 09:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 09:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 10:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 10:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 11:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 11:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 12:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 12:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 13:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 13:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 14:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 14:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 15:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 15:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 16:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 16:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 17:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 17:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 18:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 18:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 19:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 19:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 20:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 20:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 21:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 21:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 22:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 22:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 23:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-05 23:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 00:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 00:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 01:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 01:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 02:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 02:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 03:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 03:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 04:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 04:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 05:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 05:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 06:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 06:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 07:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 07:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 08:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 08:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 09:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 09:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 10:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 10:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 11:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 11:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 12:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 12:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 13:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 13:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 14:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 14:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 15:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 15:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 16:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 16:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 17:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 17:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 18:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 18:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 19:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 19:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 20:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 20:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 21:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 21:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 22:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 22:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 23:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-06 23:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 00:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 00:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 01:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 01:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 02:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 02:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 03:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 03:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 04:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 04:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 05:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 05:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 06:00:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
2023-01-07 06:30:00+00:00,2700.0,6000.0,6926.9308687500825,11100.0,7800.0
